full_date,product_id,product_name,store_name,total_orders,total_quantity,total_sales
2/26/2020,17,Pure Cycles Vine 8-Speed - 2016,Santa Cruz Bikes,1,1,407.55
2/26/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Santa Cruz Bikes,1,1,242.99
2/26/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,2,502.18
2/27/2020,4,Trek Fuel EX 8 29 - 2016,Santa Cruz Bikes,1,1,2319.99
2/27/2020,11,Surly Straggler 650b - 2016,Santa Cruz Bikes,1,1,1344.79
2/27/2020,12,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,1,522.49
2/27/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Santa Cruz Bikes,1,2,502.18
3/3/2020,3,Surly Wednesday Frameset - 2016,Santa Cruz Bikes,1,1,949.99
3/3/2020,9,Trek Conduit+ - 2016,Santa Cruz Bikes,1,2,5399.98
3/3/2020,15,Electra Moto 1 - 2016,Santa Cruz Bikes,1,2,953.98
3/3/2020,17,Pure Cycles Vine 8-Speed - 2016,Santa Cruz Bikes,1,1,398.97
3/3/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Santa Cruz Bikes,1,1,359.2
3/6/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Santa Cruz Bikes,1,2,485.98
3/6/2020,19,Pure Cycles William 3-Speed - 2016,Santa Cruz Bikes,1,1,359.2
3/12/2020,3,Surly Wednesday Frameset - 2016,Santa Cruz Bikes,1,2,1799.98
3/12/2020,4,Trek Fuel EX 8 29 - 2016,Santa Cruz Bikes,1,1,2696.99
3/12/2020,6,Surly Ice Cream Truck Frameset - 2016,Santa Cruz Bikes,1,1,437.09
3/12/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Santa Cruz Bikes,1,1,417.57
3/12/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Santa Cruz Bikes,1,2,557.98
3/16/2020,4,Trek Fuel EX 8 29 - 2016,Santa Cruz Bikes,1,1,2696.99
3/16/2020,7,Trek Slash 8 27.5 - 2016,Santa Cruz Bikes,1,2,7599.98
3/16/2020,16,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,1,569.99
3/20/2020,2,Ritchey Timberwolf Frameset - 2016,Santa Cruz Bikes,1,2,1424.98
3/20/2020,9,Trek Conduit+ - 2016,Santa Cruz Bikes,1,1,2699.99
3/20/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Santa Cruz Bikes,1,1,569.99
3/26/2020,11,Surly Straggler 650b - 2016,Santa Cruz Bikes,1,2,3025.78
3/26/2020,16,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,2,1079.98
3/26/2020,19,Pure Cycles William 3-Speed - 2016,Santa Cruz Bikes,1,1,417.57
3/28/2020,2,Ritchey Timberwolf Frameset - 2016,Santa Cruz Bikes,1,1,697.49
3/28/2020,3,Surly Wednesday Frameset - 2016,Santa Cruz Bikes,1,2,1599.98
3/28/2020,6,Surly Ice Cream Truck Frameset - 2016,Santa Cruz Bikes,1,2,892.98
3/28/2020,12,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,1,494.99
3/28/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Santa Cruz Bikes,1,2,1079.98
3/29/2020,3,Surly Wednesday Frameset - 2016,Santa Cruz Bikes,1,1,799.99
3/29/2020,7,Trek Slash 8 27.5 - 2016,Santa Cruz Bikes,1,1,3599.99
3/29/2020,17,Pure Cycles Vine 8-Speed - 2016,Santa Cruz Bikes,2,2,785.07
3/29/2020,25,Electra Townie Original 7D - 2015/2016,Santa Cruz Bikes,1,2,929.98
3/29/2020,26,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,1,539.99
3/31/2020,12,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,1,494.99
4/3/2020,6,Surly Ice Cream Truck Frameset - 2016,Santa Cruz Bikes,1,1,437.09
4/3/2020,17,Pure Cycles Vine 8-Speed - 2016,Santa Cruz Bikes,1,2,815.1
4/3/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Santa Cruz Bikes,1,2,718.4
4/4/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Santa Cruz Bikes,1,1,215.99
4/6/2020,3,Surly Wednesday Frameset - 2016,Santa Cruz Bikes,1,2,1799.98
4/6/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Santa Cruz Bikes,1,1,417.57
4/6/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Santa Cruz Bikes,1,2,502.18
4/8/2020,2,Ritchey Timberwolf Frameset - 2016,Santa Cruz Bikes,1,1,712.49
4/8/2020,4,Trek Fuel EX 8 29 - 2016,Santa Cruz Bikes,1,2,5509.98
4/8/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Santa Cruz Bikes,1,1,239.99
4/9/2020,6,Surly Ice Cream Truck Frameset - 2016,Santa Cruz Bikes,1,1,422.99
4/9/2020,11,Surly Straggler 650b - 2016,Santa Cruz Bikes,1,2,3126.64
4/9/2020,12,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,2,1022.98
4/9/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,2,431.98
4/11/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Santa Cruz Bikes,1,1,1709.99
4/12/2020,19,Pure Cycles William 3-Speed - 2016,Santa Cruz Bikes,1,2,808.2
4/12/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,2,431.98
4/13/2020,2,Ritchey Timberwolf Frameset - 2016,Santa Cruz Bikes,1,2,1199.98
4/13/2020,5,Heller Shagamaw Frame - 2016,Santa Cruz Bikes,1,1,1188.89
4/13/2020,19,Pure Cycles William 3-Speed - 2016,Santa Cruz Bikes,1,1,417.57
4/13/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Santa Cruz Bikes,1,2,485.98
4/16/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Santa Cruz Bikes,1,2,1079.98
4/18/2020,10,Surly Straggler - 2016,Santa Cruz Bikes,1,1,1471.55
4/18/2020,11,Surly Straggler 650b - 2016,Santa Cruz Bikes,1,1,1512.89
4/18/2020,15,Electra Moto 1 - 2016,Santa Cruz Bikes,1,2,847.98
4/18/2020,24,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,2,1044.98
4/20/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Santa Cruz Bikes,1,1,1709.99
4/20/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Santa Cruz Bikes,1,1,539.99
4/23/2020,16,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,2,959.98
4/27/2020,3,Surly Wednesday Frameset - 2016,Santa Cruz Bikes,1,1,929.99
4/27/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Santa Cruz Bikes,1,2,3419.98
4/27/2020,12,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,2,879.98
4/27/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Santa Cruz Bikes,1,1,284.99
4/27/2020,25,Electra Townie Original 7D - 2015/2016,Santa Cruz Bikes,1,1,474.99
4/28/2020,12,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,2,989.98
5/3/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Santa Cruz Bikes,1,1,1673.99
5/3/2020,15,Electra Moto 1 - 2016,Santa Cruz Bikes,1,2,1006.98
5/3/2020,17,Pure Cycles Vine 8-Speed - 2016,Santa Cruz Bikes,1,1,407.55
5/3/2020,25,Electra Townie Original 7D - 2015/2016,Santa Cruz Bikes,1,2,949.98
5/11/2020,16,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,2,1139.98
5/11/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,2,485.98
5/13/2020,11,Surly Straggler 650b - 2016,Santa Cruz Bikes,1,2,3126.64
5/17/2020,2,Ritchey Timberwolf Frameset - 2016,Santa Cruz Bikes,1,1,712.49
5/17/2020,6,Surly Ice Cream Truck Frameset - 2016,Santa Cruz Bikes,1,1,437.09
5/17/2020,9,Trek Conduit+ - 2016,Santa Cruz Bikes,1,1,2699.99
5/17/2020,10,Surly Straggler - 2016,Santa Cruz Bikes,1,2,2478.4
5/17/2020,11,Surly Straggler 650b - 2016,Santa Cruz Bikes,1,2,3025.78
5/17/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Santa Cruz Bikes,1,1,242.99
5/17/2020,25,Electra Townie Original 7D - 2015/2016,Santa Cruz Bikes,1,1,474.99
5/20/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Santa Cruz Bikes,1,2,3239.98
5/20/2020,11,Surly Straggler 650b - 2016,Santa Cruz Bikes,1,2,3193.88
5/20/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Santa Cruz Bikes,1,1,417.57
5/20/2020,26,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,2,1115.98
5/30/2020,3,Surly Wednesday Frameset - 2016,Santa Cruz Bikes,1,1,799.99
5/30/2020,25,Electra Townie Original 7D - 2015/2016,Santa Cruz Bikes,1,1,464.99
6/5/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Santa Cruz Bikes,1,2,3347.98
6/5/2020,10,Surly Straggler - 2016,Santa Cruz Bikes,1,2,2788.2
6/5/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Santa Cruz Bikes,1,2,431.98
6/5/2020,15,Electra Moto 1 - 2016,Santa Cruz Bikes,1,1,476.99
6/8/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,1,242.99
6/8/2020,16,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,2,1139.98
6/8/2020,17,Pure Cycles Vine 8-Speed - 2016,Santa Cruz Bikes,1,2,772.2
6/10/2020,3,Surly Wednesday Frameset - 2016,Santa Cruz Bikes,1,2,1859.98
6/10/2020,10,Surly Straggler - 2016,Santa Cruz Bikes,1,1,1239.2
6/10/2020,15,Electra Moto 1 - 2016,Santa Cruz Bikes,1,2,953.98
6/10/2020,24,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,2,1044.98
6/11/2020,6,Surly Ice Cream Truck Frameset - 2016,Santa Cruz Bikes,1,2,751.98
6/11/2020,7,Trek Slash 8 27.5 - 2016,Santa Cruz Bikes,2,3,11239.97
6/11/2020,9,Trek Conduit+ - 2016,Santa Cruz Bikes,1,1,2699.99
6/11/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Santa Cruz Bikes,1,1,256.49
6/11/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,2,431.98
6/11/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Santa Cruz Bikes,1,2,539.98
6/11/2020,24,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,1,494.99
6/20/2020,11,Surly Straggler 650b - 2016,Santa Cruz Bikes,1,2,3126.64
6/20/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Santa Cruz Bikes,1,1,251.09
6/20/2020,16,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,1,479.99
6/20/2020,19,Pure Cycles William 3-Speed - 2016,Santa Cruz Bikes,1,2,835.14
6/22/2020,3,Surly Wednesday Frameset - 2016,Santa Cruz Bikes,1,2,1899.98
6/22/2020,7,Trek Slash 8 27.5 - 2016,Santa Cruz Bikes,1,2,7439.98
6/22/2020,16,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,2,1115.98
6/22/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Santa Cruz Bikes,1,1,557.99
6/23/2020,9,Trek Conduit+ - 2016,Santa Cruz Bikes,1,1,2849.99
6/23/2020,16,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,2,959.98
6/25/2020,2,Ritchey Timberwolf Frameset - 2016,Santa Cruz Bikes,1,1,674.99
6/25/2020,12,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,1,522.49
6/25/2020,16,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,2,1139.98
7/19/2020,2,Ritchey Timberwolf Frameset - 2016,Santa Cruz Bikes,1,1,674.99
7/28/2020,6,Surly Ice Cream Truck Frameset - 2016,Santa Cruz Bikes,1,2,874.18
7/28/2020,9,Trek Conduit+ - 2016,Santa Cruz Bikes,1,1,2849.99
7/28/2020,10,Surly Straggler - 2016,Santa Cruz Bikes,1,1,1440.57
7/28/2020,11,Surly Straggler 650b - 2016,Santa Cruz Bikes,1,2,3126.64
7/28/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,1,242.99
7/31/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Santa Cruz Bikes,1,2,569.98
8/3/2020,3,Surly Wednesday Frameset - 2016,Santa Cruz Bikes,1,1,929.99
8/3/2020,4,Trek Fuel EX 8 29 - 2016,Santa Cruz Bikes,1,2,5509.98
8/3/2020,6,Surly Ice Cream Truck Frameset - 2016,Santa Cruz Bikes,1,2,892.98
8/3/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Santa Cruz Bikes,3,4,1997.96
8/3/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,2,502.18
8/3/2020,24,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,2,989.98
8/9/2020,2,Ritchey Timberwolf Frameset - 2016,Santa Cruz Bikes,1,1,697.49
8/15/2020,10,Surly Straggler - 2016,Santa Cruz Bikes,1,2,2881.14
8/17/2020,7,Trek Slash 8 27.5 - 2016,Santa Cruz Bikes,1,1,3719.99
8/17/2020,10,Surly Straggler - 2016,Santa Cruz Bikes,1,1,1394.1
8/22/2020,2,Ritchey Timberwolf Frameset - 2016,Santa Cruz Bikes,1,1,697.49
8/22/2020,5,Heller Shagamaw Frame - 2016,Santa Cruz Bikes,1,1,1254.94
8/22/2020,9,Trek Conduit+ - 2016,Santa Cruz Bikes,1,1,2399.99
8/22/2020,10,Surly Straggler - 2016,Santa Cruz Bikes,1,2,2943.1
8/22/2020,15,Electra Moto 1 - 2016,Santa Cruz Bikes,1,2,985.78
8/23/2020,3,Surly Wednesday Frameset - 2016,Santa Cruz Bikes,1,2,1899.98
8/23/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,2,485.98
8/26/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,2,431.98
8/26/2020,16,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,1,479.99
8/26/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Santa Cruz Bikes,1,1,284.99
8/29/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Santa Cruz Bikes,1,2,3419.98
8/29/2020,17,Pure Cycles Vine 8-Speed - 2016,Santa Cruz Bikes,1,1,407.55
8/29/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Santa Cruz Bikes,1,2,853.1
8/29/2020,25,Electra Townie Original 7D - 2015/2016,Santa Cruz Bikes,1,1,399.99
8/31/2020,7,Trek Slash 8 27.5 - 2016,Santa Cruz Bikes,1,2,6399.98
8/31/2020,12,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,2,989.98
8/31/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,2,512.98
8/31/2020,24,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,1,439.99
9/1/2020,2,Ritchey Timberwolf Frameset - 2016,Santa Cruz Bikes,1,2,1394.98
9/1/2020,3,Surly Wednesday Frameset - 2016,Santa Cruz Bikes,1,1,929.99
9/1/2020,17,Pure Cycles Vine 8-Speed - 2016,Santa Cruz Bikes,1,2,686.4
9/1/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Santa Cruz Bikes,1,1,359.2
9/2/2020,2,Ritchey Timberwolf Frameset - 2016,Santa Cruz Bikes,1,1,697.49
9/2/2020,7,Trek Slash 8 27.5 - 2016,Santa Cruz Bikes,1,1,3599.99
9/2/2020,17,Pure Cycles Vine 8-Speed - 2016,Santa Cruz Bikes,1,1,386.1
9/2/2020,24,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,1,511.49
9/2/2020,26,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,2,1139.98
9/4/2020,6,Surly Ice Cream Truck Frameset - 2016,Santa Cruz Bikes,1,2,874.18
9/4/2020,26,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,2,1115.98
9/5/2020,3,Surly Wednesday Frameset - 2016,Santa Cruz Bikes,1,2,1599.98
9/5/2020,4,Trek Fuel EX 8 29 - 2016,Santa Cruz Bikes,1,1,2696.99
9/5/2020,6,Surly Ice Cream Truck Frameset - 2016,Santa Cruz Bikes,1,2,874.18
9/5/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Santa Cruz Bikes,1,2,959.98
9/5/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Santa Cruz Bikes,1,2,479.98
9/8/2020,6,Surly Ice Cream Truck Frameset - 2016,Santa Cruz Bikes,1,1,446.49
9/8/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,1,242.99
9/9/2020,12,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,2,1022.98
9/9/2020,15,Electra Moto 1 - 2016,Santa Cruz Bikes,1,2,953.98
9/9/2020,26,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,2,1115.98
9/12/2020,7,Trek Slash 8 27.5 - 2016,Santa Cruz Bikes,1,2,7599.98
9/12/2020,10,Surly Straggler - 2016,Santa Cruz Bikes,1,2,2478.4
9/14/2020,9,Trek Conduit+ - 2016,Santa Cruz Bikes,1,1,2849.99
9/14/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Santa Cruz Bikes,1,1,426.55
9/14/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,1,256.49
9/18/2020,5,Heller Shagamaw Frame - 2016,Santa Cruz Bikes,1,1,1254.94
9/18/2020,12,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,1,511.49
9/18/2020,15,Electra Moto 1 - 2016,Santa Cruz Bikes,1,1,476.99
9/18/2020,26,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,1,479.99
9/19/2020,10,Surly Straggler - 2016,Santa Cruz Bikes,1,2,2478.4
9/19/2020,15,Electra Moto 1 - 2016,Santa Cruz Bikes,1,2,985.78
9/19/2020,16,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,1,539.99
9/19/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Santa Cruz Bikes,1,2,1139.98
9/19/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,1,251.09
9/24/2020,2,Ritchey Timberwolf Frameset - 2016,Santa Cruz Bikes,1,1,712.49
9/24/2020,7,Trek Slash 8 27.5 - 2016,Santa Cruz Bikes,1,2,7199.98
9/24/2020,17,Pure Cycles Vine 8-Speed - 2016,Santa Cruz Bikes,1,1,343.2
9/24/2020,24,Electra Townie Original 21D - 2016,Santa Cruz Bikes,1,2,1022.98
9/29/2020,9,Trek Conduit+ - 2016,Santa Cruz Bikes,1,2,5699.98
9/29/2020,10,Surly Straggler - 2016,Santa Cruz Bikes,1,2,2943.1
9/29/2020,19,Pure Cycles William 3-Speed - 2016,Santa Cruz Bikes,1,1,404.1
9/29/2020,25,Electra Townie Original 7D - 2015/2016,Santa Cruz Bikes,1,1,449.99
9/30/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Santa Cruz Bikes,1,2,2879.98
9/30/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Santa Cruz Bikes,2,3,769.47
9/30/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Santa Cruz Bikes,1,1,215.99
9/30/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Santa Cruz Bikes,1,1,426.55
10/1/2020,11,Surly Straggler 650b - 2016,Santa Cruz Bikes,1,1,1344.79
10/1/2020,17,Pure Cycles Vine 8-Speed - 2016,Santa Cruz Bikes,1,2,797.94
10/1/2020,19,Pure Cycles William 3-Speed - 2016,Santa Cruz Bikes,1,2,853.1
10/1/2020,25,Electra Townie Original 7D - 2015/2016,Santa Cruz Bikes,1,1,399.99
10/1/2020,26,Electra Townie Original 7D EQ - 2016,Santa Cruz Bikes,1,2,959.98
10/2/2020,6,Surly Ice Cream Truck Frameset - 2016,Santa Cruz Bikes,1,1,422.99
10/2/2020,10,Surly Straggler - 2016,Santa Cruz Bikes,1,1,1471.55
10/4/2020,4,Trek Fuel EX 8 29 - 2016,Santa Cruz Bikes,1,1,2754.99
10/4/2020,15,Electra Moto 1 - 2016,Santa Cruz Bikes,1,1,503.49
10/4/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Santa Cruz Bikes,1,2,557.98
